Zusammenfassung
Ort;Ohne Baufreigabe;Noch zu bauen;Noch zu montieren;In Betrieb zu nehmen
Sundern;384;0;8;39

Datensätze (Ortsfilter)
CS-ID;Projektkenner;PLZ;Ort;Ortsteil;Straße;Hausnummer;Zusatz;Baufreigabe;HA-Status;Betriebsstatus;HA gebaut am (CL);ONT gebaut am / Montage (AC);Verfügbar ab (AT);Wohneinheiten;Home-IDs;ONT-Seriennummern;Tiefbau;Montagefirma;NVT-Nr;NVT-Nr (gebaut);Rohrfarbe;Strangfarbe;NE4;wohneinheiten_anzahl_montage;ont_typ_we_1;rasternummer_ha_kasette;apl_kabeltyp;kabellaenge_ha_nvt;splitternummer_mux_we_1;barcode_ont_we_1;home_id_ont_we_1;splitternummer_mux_we_2;barcode_ont_we_2;home_id_ont_we_2;splitternummer_mux_we_3;barcode_ont_we_3;home_id_ont_we_3;splitternummer_mux_we_4;barcode_ont_we_4;home_id_ont_we_4;splitternummer_mux_we_5;barcode_ont_we_5;home_id_ont_we_5;splitternummer_mux_we_6;barcode_ont_we_6;home_id_ont_we_6;splitternummer_mux_we_7;barcode_ont_we_7;home_id_ont_we_7;splitternummer_mux_we_8;barcode_ont_we_8;home_id_ont_we_8;splitternummer_mux_we_9;barcode_ont_we_9;home_id_ont_we_9;splitternummer_mux_we_10;barcode_ont_we_10;home_id_ont_we_10;splitternummer_mux_we_11;barcode_ont_we_11;home_id_ont_we_11;splitternummer_mux_we_12;barcode_ont_we_12;home_id_ont_we_12;ONT Datum;APL Datum;ha_gebaut;bemerkungsfeld_des_ont;Offene Stufe
HA213456;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Brunnenstraße;18;h;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213375;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Am Golfplatz;2;;JA;HA betriebsbereit;homesConnected;26.08.2025;04.09.2025;08.03.2026;1;W006AZF7;ALCLFD87E6D7;Albatrosbau;Albatrosbau;871;871;weiß_strich (17);rot;;1;Nokia G-010G-R ONT;51;1x6;122;4;ALCLFD87E6D7;W006AZF7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.09.2025;04.09.2025;26.08.2025;;Betriebsbereit
HA213856;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Ringstraße;85;;JA;HA betriebsbereit;homesConnected;14.07.2023;07.08.2024;18.12.2024;1;W0055E2Y;ALCLB291DC81;Albatrosbau;Albatrosbau;866;866;weiß_strich;;;1;Alcatel G-010G-A ONT;1;1x12;260;13/14;ALCLB291DC81;W0055E2Y;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07.08.2024;07.08.2024;14.07.2023;;Betriebsbereit
HA213442;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Auf der Platte;27;;JA;HA betriebsbereit;homesConnected;18.08.2025;23.10.2025;28.01.2026;2;W00R65YY | W00R65Z1;ALCLFD84156D | ALCLFD841628;Albatrosbau;Albatrosbau;869;869;violett_strich (20);gelb;;2;Nokia G-010G-R ONT;57;1x12;115;3;ALCLFD84156D;W00R65YY;3;ALCLFD841628;W00R65Z1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.10.2025;23.10.2025;18.08.2025;;Betriebsbereit
HA213869;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Ringstraße;109;;JA;HA betriebsbereit;homesConnected;17.08.2023;13.02.2024;22.05.2024;2;W0055197 | W00551AA;ALCLB296243D | ALCLB2962427;Albatrosbau;Albatrosbau;865;;;;;2;Alcatel G-010G-A ONT;24;1x12;56;;ALCLB296243D;W0055197;;ALCLB2962427;W00551AA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.02.2024;13.02.2024;17.08.2023;Ok;Betriebsbereit
HA213987;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Fasanenweg;22;;JA;HA betriebsbereit;homesConnected;01.03.2024;09.04.2024;25.11.2025;4;W00555AF | W00555CK | W00555DN | W00555ET;ALCLB2962490 | ALCLB29625F2 | ALCLB2962431 | ALCLB2962472;Albatrosbau;Albatrosbau;862;862;rot_strich (13);rot;Ja;4;Alcatel G-010G-A ONT;43;1x12;180;17/18;ALCLB2962490;W00555AF;17/18;ALCLB29625F2;W00555CK;17/18;ALCLB2962431;W00555DN;17/18;ALCLB2962472;W00555ET;;;;;;;;;;;;;;;;;;;;;;;;;09.04.2024;09.04.2024;01.03.2024;Ok. Anderer Strang. Nicht in GEE Liste.;Betriebsbereit
HA213665;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Hoolweg;35;a;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213633;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Heuweg;27;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213653;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Hoolweg;25;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA337280;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Sorpestraße;58;a;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA302255;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Am Sorpesee;81;;JA;HA betriebsbereit;homesConnected;03.08.2025;02.12.2025;09.03.2026;1;W00LWKPH;ALCLFDF44471;Albatrosbau;Albatrosbau;873;873;gelb (4);blau;;1;Nokia G-010G-R ONT;22;1x12;139;1;ALCLFDF44471;W00LWKPH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02.12.2025;02.12.2025;03.08.2025;;Betriebsbereit
HA213492;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Brunnenstraße;91;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213870;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Ringstraße;111;;JA;HA betriebsbereit;homesConnected;06.03.2023;13.02.2024;22.05.2024;2;W00551CE | W00551DH;ALCLB2962403 | ALCLB29624AB;Albatrosbau;Albatrosbau;865;NVt-865;orange;gruen;;2;Alcatel G-010G-A ONT;25;1x12;65;;ALCLB2962403;W00551CE;;ALCLB29624AB;W00551DH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.02.2024;13.02.2024;06.03.2023;2. Versuch ok. 1. Versuch kein Rotlicht. Kabel herausgezogen. Fehler Kabel Defekt.;Betriebsbereit
HA213463;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Brunnenstraße;18;o;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA214048;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Langscheider Straße;82;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213556;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Fasanenweg;30;b;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA214072;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Steinweg;4;;JA;Homes Prepared NE4;homesPreparedNE4;04.04.2023;25.02.2026;14.03.2026;3;W00ME3T2 | W00ME3V5 | W00ME3W8;;Albatrosbau;Albatrosbau;860;NVt-860;rot (1);gelb;Ja;3;;44;1x12;79;3;;W00ME3T2;3;;W00ME3V5;3;;W00ME3W8;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.02.2026;25.02.2026;04.04.2023;NE4;Montiert, nicht in Betrieb
HA213597;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Hakenbrinkweg;8;a;JA;HA betriebsbereit;homesConnected;24.11.2024;23.02.2026;09.03.2026;1;W00ME3KE;ALCLFDF444BD;Albatrosbau;Albatrosbau;869;869;schwarz (10);blau;;1;Nokia G-010G-R ONT;8;1x12;307;1;ALCLFDF444BD;W00ME3KE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.02.2026;23.02.2026;24.11.2024;;Betriebsbereit
HA213563;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Fasanenweg;38;;JA;HA betriebsbereit;homesConnected;06.10.2023;09.04.2024;25.11.2025;1;W00555FX;ALCLB2962410;Albatrosbau;Albatrosbau;862;862;gelb (4);gelb;;1;Alcatel G-010G-A ONT;18;1x12;81;13/14;ALCLB2962410;W00555FX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09.04.2024;09.04.2024;06.10.2023;Ok;Betriebsbereit
HA302259;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Am Sorpesee;89;;JA;HA betriebsbereit;homesConnected;08.08.2025;19.02.2026;09.03.2026;1;W00LWLW0;ALCLFDF444EC;Albatrosbau;Albatrosbau;873;873;rot (1);gruen;;1;Nokia G-010G-R ONT;9;1x12;62;1;ALCLFDF444EC;W00LWLW0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.02.2026;19.02.2026;08.08.2025;;Betriebsbereit
HA213664;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Hoolweg;34;;JA;HA betriebsbereit;homesConnected;21.02.2024;18.09.2024;25.11.2025;1;W0063R5C;ALCLFC8DD561;Albatrosbau;Albatrosbau;864;864;schwarz (10);gelb;;1;Nokia G-010G-Q ONT;44;1x12;;15/16;ALCLFC8DD561;W0063R5C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.09.2024;18.09.2024;21.02.2024;;Betriebsbereit
HA219489;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Zanderweg;1;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213748;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Langscheider Straße;32;;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213763;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Langscheider Straße;42;c;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA214046;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Langscheider Straße;86;;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2026;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA214054;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Lindenstraße;6;;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213550;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Fasanenweg;24;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213935;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Zanderweg;19;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA1490708;01-07-05-0067-0000-Langscheid;59846;Sundern;;Am Kurplatz;11;;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA214084;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Zum Steinbusch;20;;JA;HA betriebsbereit;homesConnected;04.09.2024;;15.04.2026;3;W009T7EW | W009T7FZ | W009T7G2;;Albatrosbau;Albatrosbau;860;860;blau_strich (15);blau;Ja;3;;47;1x12;278;;;W009T7EW;;;W009T7FZ;;;W009T7G2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.01.2025;04.09.2024;;Betriebsbereit
HA213503;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Dompfaffweg;16;;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213566;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Fasanenweg;43;;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA214014;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;In den Höfen;5;;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA259831;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Am Hesslieth;4;;NEIN;Baufreigabe storniert;homesPassed;;;30.07.2026;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213851;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Ringstraße;76;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA855093;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Ringstraße;74;a;JA;HA betriebsbereit;homesConnected;29.07.2024;29.07.2024;31.10.2024;1;W0055DXC;ALCLB2962461;Albatrosbau;Albatrosbau;NVt-866;NVt-866;grau_strich (18);rot;;1;Alcatel G-010G-A ONT;72;1x12;212;25/26;ALCLB2962461;W0055DXC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.07.2024;29.07.2024;29.07.2024;Neubau;Betriebsbereit
HA213774;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Langscheider Straße;72;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA214027;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Langscheider Straße;23;;JA;Homes Prepared NE4;homesPreparedNE4;04.06.2025;18.02.2026;14.03.2026;7;W00ME30N | W00ME31T | W00ME32X | W00ME330 | W00ME343 | W00ME356 | W00ME369;;Albatrosbau;Albatrosbau;860;860;grau (6);;Ja;7;;56;1x12;160;5;;W00ME30N;5;;W00ME31T;5;;W00ME32X;5;;W00ME330;5;;W00ME343;5;;W00ME356;5;;W00ME369;;;;;;;;;;;;;;;;18.02.2026;18.02.2026;04.06.2025;NE4;Montiert, nicht in Betrieb
HA213811;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Nachtigallenhain;16;;NEIN;Keine Baufreigabe;homesPassed;;;31.10.2024;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213963;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Brunnenstraße;2;;JA;HA betriebsbereit;homesConnected;03.11.2025;06.11.2025;09.03.2026;3;W00LWHM9 | W00LWHND | W00LWHPG;ALCLFD841ADF | ALCLFD840E51 | ALCLFD840EBC;Albatrosbau;Albatrosbau;861;861;rot_strich (13);gelb;;3;Nokia G-010G-R ONT;49;1x12;68;3;ALCLFD841ADF;W00LWHM9;3;ALCLFD840E51;W00LWHND;3;ALCLFD840EBC;W00LWHPG;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.11.2025;06.11.2025;03.11.2025;;Betriebsbereit
HA213601;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Hakenbrinkweg;11;;JA;HA betriebsbereit;homesConnected;06.08.2025;09.10.2025;08.03.2026;1;W00R6C0A;ALCLFD881136;Albatrosbau;Albatrosbau;869;869;tuerkis (9);blau;;1;Nokia G-010G-R ONT;9;1x12;250;1;ALCLFD881136;W00R6C0A;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09.10.2025;09.10.2025;06.08.2025;;Betriebsbereit
HA214081;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Zum Sorpedamm;49;;JA;Homes Prepared NE4;homesPreparedNE4;02.09.2025;16.10.2025;15.11.2025;12;W00R6CX1 | W00R6CY4 | W00R6CZ7 | W00R6D0C | W00R6D1F | W00R67YO | W00R67Z3 | W00R6807 | W00R681A | W00R682E | W00R683H | W00R684M;;Albatrosbau;Albatrosbau;871;871;rot (1);gelb;Ja;12;;49;1x12;49;3;;W00R6CX1;3;;W00R6CY4;3;;W00R6CZ7;3;;W00R6D0C;3;;W00R6D1F;3;;W00R67YO;3;;W00R67Z3;3;;W00R6807;3;;W00R681A;3;;W00R682E;3;;W00R683H;3;;W00R684M;16.10.2025;16.10.2025;02.09.2025;;Montiert, nicht in Betrieb
HA337271;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Sorpestraße;55;;JA;HA betriebsbereit;homesConnected;10.04.2024;17.02.2025;08.03.2026;1;W009T83W;ALCLB2962412;Albatrosbau;Albatrosbau;890;890;violett (8);gruen;;1;Nokia G-010G-Q ONT;21;1x12;243;2;ALCLB2962412;W009T83W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.02.2025;17.02.2025;10.04.2024;;Betriebsbereit
HA337268;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Sorpestraße;47;;JA;HA betriebsbereit;homesConnected;08.04.2024;12.09.2024;08.03.2026;2;W009T80H | W009T81M;ALCLB291DBC2 | ALCLB291DC08;Albatrosbau;Albatrosbau;890;890;grau (6);gruen;;2;Nokia G-010G-Q ONT;19;1x12;142;2;ALCLB291DBC2;W009T80H;2;ALCLB291DC08;W009T81M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.09.2024;12.09.2024;08.04.2024;;Betriebsbereit
HA213639;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Hoolweg;7;;JA;HA betriebsbereit;homesConnected;16.10.2024;19.11.2025;28.01.2026;1;W00R6429;ALCLFDEE5053;Albatrosbau;Albatrosbau;863;863;weiß_strich (17);rot;;1;Nokia G-010G-R ONT;4;1x12;42;1;ALCLFDEE5053;W00R6429;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.11.2025;19.11.2025;16.10.2024;;Betriebsbereit
HA213513;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Drosselweg;10;;JA;HA betriebsbereit;homesConnected;10.07.2025;09.10.2025;28.01.2026;1;W00R6AX0;ALCLFD88FC9A;Albatrosbau;Albatrosbau;869;869;rot (1);gelb;;1;Nokia G-010G-R ONT;45;1x12;383;2;ALCLFD88FC9A;W00R6AX0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09.10.2025;09.10.2025;10.07.2025;;Betriebsbereit
HA213599;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Hakenbrinkweg;9;;JA;HA betriebsbereit;homesConnected;11.09.2024;09.10.2025;09.03.2026;1;W00R6C4EL;ALCLFD87E173;Albatrosbau;Albatrosbau;869;869;rosa (12);blau;;1;Nokia G-010G-R ONT;6;1x12;303;1;ALCLFD87E173;W00R6C4EL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09.10.2025;09.10.2025;11.09.2024;;Betriebsbereit
HA213488;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Brunnenstraße;69;;JA;HA betriebsbereit;homesConnected;29.05.2025;10.10.2025;28.01.2026;1;W00R6A1D;ALCLFD87FE2D;Albatrosbau;Albatrosbau;869;869;rosa (12);gruen;;1;Nokia G-010G-R ONT;28;1x12;285;2;ALCLFD87FE2D;W00R6A1D;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.10.2025;10.10.2025;29.05.2025;;Betriebsbereit
HA213755;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Langscheider Straße;38;;JA;HA betriebsbereit;homesConnected;02.06.2025;09.12.2025;08.03.2026;1;W00R6214;ALCLFDF44368;Albatrosbau;Albatrosbau;868;868;orange (11);rot;;1;Nokia G-010G-R ONT;28;1x12;386;2;ALCLFDF44368;W00R6214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09.12.2025;09.12.2025;02.06.2025;;Betriebsbereit
HA213567;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Fasanenweg;44;;JA;HA betriebsbereit;homesConnected;07.10.2023;09.04.2024;25.11.2025;2;W00555G0 | W00555H3;ALCLB2962453 | ALCLB29624DB;Albatrosbau;Albatrosbau;862;862;tuerkis (9);gelb;;2;Alcatel G-010G-A ONT;34;1x12;150;15/16;ALCLB2962453;W00555G0;15/16;ALCLB29624DB;W00555H3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09.04.2024;09.04.2024;07.10.2023;Ok;Betriebsbereit
HA213428;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Auf der Platte;13;;NEIN;Baufreigabe storniert;homesPassed;;;14.03.2026;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213604;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Hakenbrinkweg;16;;NEIN;Keine Baufreigabe;homesPassed;;;30.07.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA219498;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Hakenbrinkweg;19;;JA;HA betriebsbereit;homesConnected;23.09.2025;09.10.2025;30.04.2026;1;W00R6AZ6;ALCLFD8805CA;Albatrosbau;Albatrosbau;869;869;gruen_strich (14);blau;;1;Nokia G-010G-R ONT;14;1x12;122;1;ALCLFD8805CA;W00R6AZ6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09.10.2025;09.10.2025;23.09.2025;;Betriebsbereit
HA213710;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;In den Höfen;29;;JA;HA betriebsbereit;homesConnected;27.09.2023;10.10.2024;25.11.2025;1;W0063THH;ALCLFC8DDB2F;Albatrosbau;Albatrosbau;864;864;braun (7);2;;1;Nokia G-010G-Q ONT;13;1x12;272;13/14;ALCLFC8DDB2F;W0063THH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.10.2024;10.10.2024;27.09.2023;;Betriebsbereit
HA213767;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Langscheider Straße;49;;JA;HA betriebsbereit;homesConnected;20.06.2025;16.12.2025;08.03.2026;1;W00R62EC;ALCLFEE9F1A;Albatrosbau;Albatrosbau;866;866;tuerkis (9);blau;;1;Nokia G-010G-R ONT;19;1x12;250;1;ALCLFEE9F1A;W00R62EC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.12.2025;16.12.2025;20.06.2025;;Betriebsbereit
HA213725;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Langscheider Straße;3;a;JA;HA betriebsbereit;homesConnected;24.09.2025;05.10.2025;09.03.2026;1;W006C1VE;ALCLFDE6E002;Albatrosbau;Albatrosbau;867;867;gelb_strich (16);blau;;1;Nokia G-010G-R ONT;03;1x12;91;1;ALCLFDE6E002;W006C1VE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.10.2025;05.10.2025;24.09.2025;;Betriebsbereit
HA213590;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Goldammerweg;10;a;JA;HA betriebsbereit;homesConnected;08.04.2024;11.02.2025;28.01.2026;1;W009T7RT;ALCLFC8DEA72;Albatrosbau;Albatrosbau;870;870;gruen_strich (14);gelb;;1;Nokia G-010G-Q ONT;62;1x12;420;5;ALCLFC8DEA72;W009T7RT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.02.2025;11.02.2025;08.04.2024;;Betriebsbereit
HA213416;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Amselweg;4;;JA;HA betriebsbereit;homesConnected;29.04.2024;13.02.2025;27.02.2026;1;W009T7ZD;ALCLB291DE19;Albatrosbau;Albatrosbau;870;870;gelb (4);gelb;;1;Nokia G-010G-Q ONT;26;1x12;261;2;ALCLB291DE19;W009T7ZD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.02.2025;13.02.2025;29.04.2024;;Betriebsbereit
HA213677;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;In den Höfen;6;;JA;HA betriebsbereit;homesConnected;28.01.2024;19.09.2024;25.11.2025;2;W0063RE6 | W0063RD3;ALCLFC8DD542 | ALCLFC8DE03C;Albatrosbau;Albatrosbau;864;864;blau (3);rot;;2;Nokia G-010G-Q ONT;1;1x12;62;13/14;ALCLFC8DD542;W0063RE6;19/20;ALCLFC8DE03C;W0063RD3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.09.2024;19.09.2024;28.01.2024;;Betriebsbereit
