Zusammenfassung
Ort;Ohne Baufreigabe;Noch zu bauen;Noch zu montieren;In Betrieb zu nehmen
Sundern;384;0;8;39

Datensätze (Ortsfilter)
CS-ID;Projektkenner;PLZ;Ort;Ortsteil;Straße;Hausnummer;Zusatz;Baufreigabe;HA-Status;Betriebsstatus;HA gebaut am (CL);ONT gebaut am / Montage (AC);Verfügbar ab (AT);Wohneinheiten;Home-IDs;ONT-Seriennummern;Tiefbau;Montagefirma;NVT-Nr;NVT-Nr (gebaut);Rohrfarbe;Strangfarbe;NE4;wohneinheiten_anzahl_montage;ont_typ_we_1;rasternummer_ha_kasette;apl_kabeltyp;kabellaenge_ha_nvt;splitternummer_mux_we_1;barcode_ont_we_1;home_id_ont_we_1;splitternummer_mux_we_2;barcode_ont_we_2;home_id_ont_we_2;splitternummer_mux_we_3;barcode_ont_we_3;home_id_ont_we_3;splitternummer_mux_we_4;barcode_ont_we_4;home_id_ont_we_4;splitternummer_mux_we_5;barcode_ont_we_5;home_id_ont_we_5;splitternummer_mux_we_6;barcode_ont_we_6;home_id_ont_we_6;splitternummer_mux_we_7;barcode_ont_we_7;home_id_ont_we_7;splitternummer_mux_we_8;barcode_ont_we_8;home_id_ont_we_8;splitternummer_mux_we_9;barcode_ont_we_9;home_id_ont_we_9;splitternummer_mux_we_10;barcode_ont_we_10;home_id_ont_we_10;splitternummer_mux_we_11;barcode_ont_we_11;home_id_ont_we_11;splitternummer_mux_we_12;barcode_ont_we_12;home_id_ont_we_12;ONT Datum;APL Datum;ha_gebaut;bemerkungsfeld_des_ont;Offene Stufe
HA213386;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Am Hesslieth;3;;JA;HA betriebsbereit;homesConnected;24.06.2025;14.11.2025;28.01.2026;1;W00R633ZZ;ALCLFDEEB7E7;Albatrosbau;Albatrosbau;870;870;gelb (4);rot;;1;Nokia G-010G-R ONT;9;1x12;290;1;ALCLFDEEB7E7;W00R633ZZ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.11.2025;14.11.2025;24.06.2025;;Betriebsbereit
HA213547;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Fasanenweg;18;;JA;HA betriebsbereit;homesConnected;15.04.2025;12.10.2025;25.11.2025;1;W006C2FE;ALCLFD880A39;Albatrosbau;Albatrosbau;862;862;gelb_strich (16);rot;;1;Nokia G-010G-R ONT;12;1x12;230;1;ALCLFD880A39;W006C2FE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.10.2025;12.10.2025;15.04.2025;;Betriebsbereit
HA219503;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Ringstraße;68;;JA;HA betriebsbereit;homesConnected;03.04.2023;06.08.2024;18.12.2024;1;;ALCLB291E094;Albatrosbau;Albatrosbau;866;NVt-866;tuerkis;rot;;1;Alcatel G-010G-A ONT;6;1x12;153;13/14;ALCLB291E094;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.08.2024;06.08.2024;03.04.2023;;Betriebsbereit
HA213832;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Ringstraße;41;;JA;HA betriebsbereit;homesConnected;02.03.2023;12.08.2024;31.10.2024;2;W055DNR | W0055DPW;ALCLB291DF83 | ALCLB291DC14;Albatrosbau;Albatrosbau;866;NVt-866;weiß_strich;gelb;;2;Alcatel G-010G-A ONT;47;1x12;243;17/18;ALCLB291DF83;W055DNR;17/18;ALCLB291DC14;W0055DPW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.08.2024;12.08.2024;02.03.2023;Kunde hat eigene Glasfaserrouter;Betriebsbereit
HA213541;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Fasanenweg;6;;NEIN;Keine Baufreigabe;homesPassed;;;30.06.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA213529;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Echterfeldweg;5;;NEIN;Keine Baufreigabe;homesPassed;;;30.06.2025;;;;Albatrosbau;Albatrosbau;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ohne Baufreigabe
HA214002;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Heuweg;8;;JA;HA betriebsbereit;homesConnected;;13.08.2024;23.12.2024;3;W0055DF4 | W0055DG7 | W0055DHA;ALCLB296238E | ALCLB29625BC | ALCLB2962647;Albatrosbau;Albatrosbau;866;;;;;3;Alcatel G-010G-A ONT;61;1x12;134;19/20;ALCLB296238E;W0055DF4;21/22;ALCLB29625BC;W0055DG7;21/22;ALCLB2962647;W0055DHA;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.08.2024;13.08.2024;;;Betriebsbereit
HA219493;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Zum Sorpedamm;21;;JA;HA betriebsbereit;homesConnected;25.05.2025;24.11.2025;08.03.2026;1;W00LWK86;ALCLFDEE9F2D;Albatrosbau;Albatrosbau;861;861;orange (11);gruen;;1;Nokia G-010G-R ONT;58;1x12;620;4;ALCLFDEE9F2D;W00LWK86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.11.2025;24.11.2025;25.05.2025;;Betriebsbereit
HA213845;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Ringstraße;64;;JA;HA betriebsbereit;homesConnected;03.03.2023;14.12.2023;22.05.2024;2;W005511D | W005512G;ALCLB291DD51 | ALCLB291DFE5;Albatrosbau;Albatrosbau;866;NVt-866;weiß;rot;;2;Alcatel G-010G-A ONT;30;1x12;85;15/16;ALCLB291DD51;W005511D;15/16;ALCLB291DFE5;W005512G;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.12.2023;14.12.2023;03.03.2023;Ok;Betriebsbereit
HA213439;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Auf der Platte;24;;JA;HA betriebsbereit;homesConnected;22.11.2023;09.09.2025;27.02.2026;1;W006C06H;ALCLFD87E57D;Albatrosbau;Albatrosbau;869;869;schwarz_strich (22);gelb;;1;Nokia G-010G-R ONT;52;1x6;67;3;ALCLFD87E57D;W006C06H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09.09.2025;09.09.2025;22.11.2023;;Betriebsbereit
HA337291;01-07-05-0067-0000-Langscheid;59846;Sundern;Enkhausen;Zum Rosengarten;20;;JA;HA betriebsbereit;homesConnected;25.08.2023;29.08.2024;08.03.2026;1;W007L57K;ALCLFC8DE5AF;Albatrosbau;Albatrosbau;890;890;rot_strich (13);rot;;1;Nokia G-010G-Q ONT;1;1x12;227;13/14;ALCLFC8DE5AF;W007L57K;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.08.2024;29.08.2024;25.08.2023;;Betriebsbereit
HA302263;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Am Sorpesee;95;;JA;HA betriebsbereit;homesConnected;04.11.2025;19.02.2026;09.03.2026;1;W00LWLTT;ALCLFDF444DE;Albatrosbau;Albatrosbau;873;873;gelb (4);gruen;;1;Nokia G-010G-R ONT;12;1x12;143;1;ALCLFDF444DE;W00LWLTT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.02.2026;19.02.2026;04.11.2025;;Betriebsbereit
HA213836;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Ringstraße;46;;JA;HA betriebsbereit;homesConnected;03.03.2023;13.08.2024;31.10.2024;2;;ALCLB296241B | ALCLB29623D1;Albatrosbau;Albatrosbau;866;NVt-866;gelb;gelb;;2;Alcatel G-010G-A ONT;52;1x12;217;19/20;ALCLB296241B;;19/20;ALCLB29623D1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.08.2024;13.08.2024;03.03.2023;;Betriebsbereit
HA213861;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Ringstraße;91;;JA;HA betriebsbereit;homesConnected;06.03.2023;18.08.2024;18.12.2024;1;W0055DAP;ALCLB2962533;Albatrosbau;Albatrosbau;865;NVt-865;rot_strich;rot;;1;Alcatel G-010G-A ONT;7;1x12;200;13/14;ALCLB2962533;W0055DAP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.08.2024;18.08.2024;06.03.2023;;Betriebsbereit
HA213608;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Heuweg;1;;JA;HA betriebsbereit;homesConnected;05.04.2023;06.08.2024;18.12.2024;2;W0055DZK | W0055EOP;ALCLB296250A | ALCLB296252E;Albatrosbau;Albatrosbau;866;NVt-866;rot;gruen;;2;Alcatel G-010G-A ONT;39;1x12;105;15/16;ALCLB296250A;W0055DZK;17/18;ALCLB296252E;W0055EOP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;06.08.2024;06.08.2024;05.04.2023;;Betriebsbereit
HA214064;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Ringstraße;88;;JA;HA betriebsbereit;homesConnected;07.05.2023;29.07.2024;18.12.2024;3;;ALCLB29624FD | ALCLB2962475 | ALCLB29625AB;Albatrosbau;Albatrosbau;NVt-865;865;schwarz;rot;;3;Alcatel G-010G-A ONT;45;1x12;121;17/18;ALCLB29624FD;;17/18;ALCLB2962475;;17/18;ALCLB29625AB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.07.2024;29.07.2024;07.05.2023;;Betriebsbereit
HA213848;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Ringstraße;66;;JA;HA betriebsbereit;homesConnected;07.05.2023;14.12.2023;22.05.2024;2;W005513L | W005514P;ALCLB291DC0F | ALCLB291DC4C;Albatrosbau;Albatrosbau;866;866;violett;rot;;2;Alcatel G-010G-A ONT;29;1x12;126;15/16;ALCLB291DC0F;W005513L;15/16;ALCLB291DC4C;W005514P;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.12.2023;14.12.2023;07.05.2023;Ok;Betriebsbereit
HA213637;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Heuweg;32;;JA;HA betriebsbereit;homesConnected;07.05.2023;14.02.2024;22.05.2024;1;W005521E;ALCLB274CD99;Albatrosbau;Albatrosbau;865;865;rot;gelb;;1;Alcatel G-010G-A ONT;13;1x12;111;;ALCLB274CD99;W005521E;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.02.2024;14.02.2024;07.05.2023;Ok;Betriebsbereit
HA213853;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Ringstraße;79;;JA;HA betriebsbereit;homesConnected;04.04.2023;29.07.2024;18.12.2024;1;;ALCLB296247C;Albatrosbau;Albatrosbau;NVt-866;NVt-866;rosa;rot;;1;Alcatel G-010G-A ONT;5;1x12;193;13/14;ALCLB296247C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29.07.2024;29.07.2024;04.04.2023;;Betriebsbereit
HA213730;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Langscheider Straße;9;;JA;HA betriebsbereit;homesConnected;07.05.2023;04.11.2025;08.03.2026;2;W00LWHAC | W00LWHCF;ALCLFD840FAC | ALCLFD841645;Albatrosbau;Albatrosbau;1385;1385;violett (8);gruen;;2;Nokia G-010G-R ONT;47;1x12;73;2;ALCLFD840FAC;W00LWHAC;2;ALCLFD841645;W00LWHCF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;04.11.2025;04.11.2025;07.05.2023;;Betriebsbereit
HA213643;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Hoolweg;13;;JA;HA betriebsbereit;homesConnected;16.07.2025;18.09.2025;25.11.2025;2;W006AXT3 | W006AXV6;ALCLFD880CCD | AlCLFD880A0F;Albatrosbau;Albatrosbau;863;863;rosa (12);gelb;;2;Nokia G-010G-R ONT;31;1x6;150;1;ALCLFD880CCD;W006AXT3;1;AlCLFD880A0F;W006AXV6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.09.2025;18.09.2025;16.07.2025;;Betriebsbereit
HA213649;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Hoolweg;18;;JA;HA betriebsbereit;homesConnected;19.02.2024;25.11.2025;28.01.2026;2;W00R64C7 | W00R64DA;ALCLFDEEB7CF | ALCLFDEE4B57;Albatrosbau;Albatrosbau;863;863;gruen (2);gelb;;2;Nokia G-010G-R ONT;36;1x12;180;2;ALCLFDEEB7CF;W00R64C7;3;ALCLFDEE4B57;W00R64DA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.11.2025;25.11.2025;19.02.2024;;Betriebsbereit
HA213778;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Langscheider Straße;87;;JA;HA betriebsbereit;homesConnected;07.05.2023;09.04.2024;25.11.2025;1;W005560F;ALCLB291DD5F;Albatrosbau;Albatrosbau;862;862;tuerkis (9);gruen;;1;Alcatel G-010G-A ONT;1;1x12;249;13/14;ALCLB291DD5F;W005560F;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09.04.2024;09.04.2024;07.05.2023;Ok;Betriebsbereit
HA213454;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Brunnenstraße;18;f;JA;HA betriebsbereit;homesConnected;05.11.2025;19.11.2025;08.03.2026;1;W00LWK0C;ALCLFDEE4D00;Albatrosbau;Albatrosbau;861;861;violett (8);gelb;;1;Nokia G-010G-R ONT;28;1x12;314;2;ALCLFDEE4D00;W00LWK0C;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.11.2025;19.11.2025;05.11.2025;;Betriebsbereit
HA214057;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Nachtigallenhain;12;;JA;Homes Prepared NE4;homesPreparedNE4;29.04.2024;05.02.2026;15.11.2025;3;W00ME1G5 | W00ME1H8 | W00ME1KC;;Albatrosbau;Albatrosbau;870;870;violett_strich (20);blau;Ja;3;;57;1x6;150;4;;W00ME1G5;4;;W00ME1H8;4;;W00ME1KC;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.02.2026;05.02.2026;29.04.2024;NE4;Montiert, nicht in Betrieb
HA219499;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Wünnenbergstraße;11;;JA;HA betriebsbereit;homesConnected;19.11.2024;09.10.2025;09.03.2026;1;W00R8VLW;ALCLFD880AA8;Albatrosbau;Albatrosbau;869;869;braun_strich (19);gruen;;1;Nokia G-010G-R ONT;29;1x12;432;2;ALCLFD880AA8;W00R8VLW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09.10.2025;09.10.2025;19.11.2024;;Betriebsbereit
HA219501;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Langscheider Straße;98;;JA;HA betriebsbereit;homesConnected;11.04.2024;19.08.2024;10.03.2026;1;W00ME2XA;ALCLB29623EF;Albatrosbau;Albatrosbau;862;862;grau (6);blau;;1;Alcatel G-010G-A ONT;16;1x12;262;1;ALCLB29623EF;W00ME2XA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.08.2024;19.08.2024;11.04.2024;hat vorherige Firma gebaut, Typ nicht erkennbar;Betriebsbereit
HA213581;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Forellenweg;9;;JA;HA betriebsbereit;homesConnected;07.05.2023;05.10.2025;08.03.2026;1;W006C0AZ;ALCLFDE6DC08;Albatrosbau;Albatrosbau;867;867;rosa (12);gelb;;1;Nokia G-010G-R ONT;21;1x12;154;1;ALCLFDE6DC08;W006C0AZ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;05.10.2025;05.10.2025;07.05.2023;;Betriebsbereit
HA213561;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Fasanenweg;36;a;JA;HA betriebsbereit;homesConnected;06.10.2023;09.04.2024;25.11.2025;1;W00555MD;ALCLB2962782;Albatrosbau;Albatrosbau;862;862;blau (3);gelb;;1;Alcatel G-010G-A ONT;17;1x12;63;13/14;ALCLB2962782;W00555MD;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09.04.2024;09.04.2024;06.10.2023;Ok;Betriebsbereit
HA213921;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Steinweg;8;;JA;HA betriebsbereit;homesConnected;01.03.2023;11.09.2024;09.03.2026;2;;ALCLFC8DEED6 | ALCLFC8DEEBC;Albatrosbau;Albatrosbau;860;NVt-860;violett (8);blau;;2;Nokia G-010G-Q ONT;31;1x12;1000;2;ALCLFC8DEED6;;2;ALCLFC8DEEBC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.09.2024;11.09.2024;01.03.2023;;Betriebsbereit
HA213775;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Langscheider Straße;76;;JA;HA betriebsbereit;homesConnected;15.11.2023;09.04.2024;25.11.2025;2;W005561K | W005562N;ALCLB29625CD | ALCLB291DD5C;Albatrosbau;Albatrosbau;862;862;rosa (12);gruen;;2;Alcatel G-010G-A ONT;25;1x12;284;15/16;ALCLB29625CD;W005561K;15/16;ALCLB291DD5C;W005562N;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09.04.2024;09.04.2024;15.11.2023;Ok;Betriebsbereit
HA213896;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Schmidtmecke;21;;JA;HA betriebsbereit;homesConnected;23.09.2024;07.11.2025;08.03.2026;1;W00LWHRL;ALCLFD8416AA;Albatrosbau;Albatrosbau;861;861;rosa (12);blau;;1;Nokia G-010G-R ONT;38;1x12;152;2;ALCLFD8416AA;W00LWHRL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;07.11.2025;07.11.2025;23.09.2024;;Betriebsbereit
HA213434;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Auf der Platte;19;;JA;HA betriebsbereit;homesConnected;22.11.2023;13.10.2025;27.02.2026;1;W00R685R;ALCLFDE66FC1;Albatrosbau;Albatrosbau;871;871;gelb_strich (16);gruen;;1;Nokia G-010G-R ONT;12;1x12;220;1;ALCLFDE66FC1;W00R685R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.10.2025;13.10.2025;22.11.2023;;Betriebsbereit
HA213722;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Karpfenweg;5;;JA;HA betriebsbereit;homesConnected;04.07.2023;17.12.2025;08.03.2026;1;W006C8DE;ALCLFDEE9FDC;Albatrosbau;Albatrosbau;867;867;violett (8);gelb;;1;Nokia G-010G-R ONT;19;1x12;209;1;ALCLFDEE9FDC;W006C8DE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.12.2025;17.12.2025;04.07.2023;;Betriebsbereit
HA213945;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Zum Steinbusch;12;;JA;HA betriebsbereit;homesConnected;05.04.2023;27.08.2024;08.03.2026;1;W0055EPX;ALCLB2962456;Albatrosbau;Albatrosbau;860;NVt-860;gelb (4);gruen;;1;Alcatel G-010G-A ONT;8;1x12;151;1;ALCLB2962456;W0055EPX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.08.2024;27.08.2024;05.04.2023;;Betriebsbereit
HA213946;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Zum Steinbusch;14;;JA;HA betriebsbereit;homesConnected;03.04.2023;12.09.2024;08.03.2026;2;W007L5KL | W007L5LP;ALCLFC8DEEC4 | ALCLFC8DE450;Albatrosbau;Albatrosbau;860;NVt-860;schwarz (10);blau;;2;Nokia G-010G-Q ONT;33;1x12;195;2;ALCLFC8DEEC4;W007L5KL;2;ALCLFC8DE450;W007L5LP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.09.2024;12.09.2024;03.04.2023;;Betriebsbereit
HA213570;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Finkenweg;2;;JA;HA betriebsbereit;homesConnected;05.03.2024;11.11.2025;28.01.2026;2;W00R63VH | W00R63WM;ALCLFDEE4CB5 | ALCLFD841A1E;Albatrosbau;Albatrosbau;870;870;gelb_strich (16);gelb;;2;Nokia G-010G-R ONT;44;1x12;119;3;ALCLFDEE4CB5;W00R63VH;3;ALCLFD841A1E;W00R63WM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.11.2025;11.11.2025;05.03.2024;;Betriebsbereit
HA213994;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Fasanenweg;1;;JA;HA betriebsbereit;homesConnected;11.06.2024;24.09.2025;27.11.2025;3;W006AY8K | W006AY9N | W006AYAT;ALCLFDE6D850 | ALCLFDE6D9E5 | ALCLFDE6D971;Albatrosbau;Albatrosbau;863;863;gruen (2);blau;Ja;3;Nokia G-010G-R ONT;43;1x6;210;1;ALCLFDE6D850;W006AY8K;1;ALCLFDE6D9E5;W006AY9N;1;ALCLFDE6D971;W006AYAT;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.09.2025;24.09.2025;11.06.2024;;Betriebsbereit
HA213893;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Schmidtmecke;17;;JA;HA betriebsbereit;homesConnected;18.09.2024;26.11.2025;08.03.2026;1;W00LWKGY;ALCLFDEE93FD;Albatrosbau;Albatrosbau;861;861;gelb (4);rot;;1;Nokia G-010G-R ONT;8;1x12;149;1;ALCLFDEE93FD;W00LWKGY;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.11.2025;26.11.2025;18.09.2024;;Betriebsbereit
HA213544;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Fasanenweg;10;;JA;HA betriebsbereit;homesConnected;31.01.2024;28.09.2025;25.11.2025;1;W006C1LV;ALCLFD880E2F;Albatrosbau;Albatrosbau;863;863;rosa (12);blau;;1;Nokia G-010G-R ONT;14;1x6;261;1;ALCLFD880E2F;W006C1LV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.09.2025;28.09.2025;31.01.2024;;Betriebsbereit
HA213545;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Fasanenweg;14;;JA;HA betriebsbereit;homesConnected;04.04.2024;25.11.2025;28.01.2026;1;W00R64XT;ALCLFDEEB7E8;Albatrosbau;Albatrosbau;863;863;blau_strich (15);blau;;1;Nokia G-010G-R ONT;16;1x12;364;1;ALCLFDEEB7E8;W00R64XT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.11.2025;25.11.2025;04.04.2024;;Betriebsbereit
HA213927;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Zanderweg;3;;JA;HA betriebsbereit;homesConnected;09.08.2023;08.10.2025;08.03.2026;1;W006C26L;ALCLFDE6DFCE;Albatrosbau;Albatrosbau;867;867;rot (1);blau;;1;Nokia G-010G-R ONT;04;1x12;268;1;ALCLFDE6DFCE;W006C26L;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;08.10.2025;08.10.2025;09.08.2023;;Betriebsbereit
HA213587;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Goldammerweg;7;;JA;HA gebaut;homesPreparedTemp;22.09.2025;;15.11.2025;;;;Albatrosbau;Albatrosbau;;870;tuerkis (9);gelb;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.09.2025;;Gebaut, wartet auf Montage
HA213675;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;In den Höfen;3;;JA;HA betriebsbereit;homesConnected;29.02.2024;18.09.2024;25.11.2025;2;W0063R6F | W0063R7K;ALCLFC8DDB33 | ALCLFC8DD559;Albatrosbau;Albatrosbau;864;864;gelb (4);rot;;2;Nokia G-010G-Q ONT;48;;;;ALCLFC8DDB33;W0063R6F;;ALCLFC8DD559;W0063R7K;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.09.2024;18.09.2024;29.02.2024;;Betriebsbereit
HA213706;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;In den Höfen;23;;JA;HA betriebsbereit;homesConnected;06.09.2023;16.12.2024;09.03.2026;1;W0055G8L;ALCLFD40B24E;Albatrosbau;Albatrosbau;864;864;weiß (5);2;;1;Nokia G-010G-Q ONT;50;1x12;220;3;ALCLFD40B24E;W0055G8L;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.12.2024;16.12.2024;06.09.2023;;Betriebsbereit
HA213618;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Heuweg;15;a;JA;HA betriebsbereit;homesConnected;07.05.2024;02.03.2026;09.03.2026;1;W00ME4R0;ALCLFDF444D9;Albatrosbau;Albatrosbau;866;866;rot_strich (13);gruen;;1;Nokia G-010G-R ONT;11;1x12;381;1;ALCLFDF444D9;W00ME4R0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;02.03.2026;02.03.2026;07.05.2024;;Betriebsbereit
HA213782;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Langscheider Straße;92;;JA;HA betriebsbereit;homesConnected;22.03.2024;09.04.2024;25.11.2025;1;W00555X4;ALCLB296267F;Albatrosbau;Albatrosbau;862;862;weiß (5);blau;;1;Alcatel G-010G-A ONT;15;1x12;202;13/14;ALCLB296267F;W00555X4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;09.04.2024;09.04.2024;22.03.2024;Ok.;Betriebsbereit
HA213377;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Am Golfplatz;4;;JA;HA betriebsbereit;homesConnected;09.09.2024;11.09.2025;28.01.2026;2;W006C07M | W006C08R;ALCLFDAFCCEF | ALCLFDAFCCDD;Albatrosbau;Albatrosbau;871;871;blau (3);gelb;;2;Nokia XS-010X-R ONT;41;1x6;149;3;ALCLFDAFCCEF;W006C07M;3;ALCLFDAFCCDD;W006C08R;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.09.2025;11.09.2025;09.09.2024;;Betriebsbereit
HA213813;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Ringstraße;11;;JA;HA betriebsbereit;homesConnected;07.03.2023;26.08.2024;08.03.2026;2;W0055E7E | W0055E8H;ALCLB291DDD2 | ALCLB291DDD4;Albatrosbau;Albatrosbau;860;NVt-860;grau (6);rot;;2;Alcatel G-010G-A ONT;23;1x12;176;2;ALCLB291DDD2;W0055E7E;2;ALCLB291DDD4;W0055E8H;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.08.2024;26.08.2024;07.03.2023;;Betriebsbereit
HA214008;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Hoolweg;6;;JA;Homes Prepared NE4;homesPreparedNE4;;23.09.2025;15.11.2025;8;W006AXXD | W006AXXG | W006AXZL | W006AY0R | W006AY1W | W006AY2Z | W006AY32 | W006AY45;;Albatrosbau;Albatrosbau;863;;;;Ja;8;;49;1x12;38;1;;W006AXXD;1;;W006AXXG;1;;W006AXZL;1;;W006AY0R;1;;W006AY1W;1;;W006AY2Z;1;;W006AY32;1;;W006AY45;;;;;;;;;;;;;23.09.2025;23.09.2025;;;Montiert, nicht in Betrieb
HA213781;01-07-05-0067-0000-Langscheid;59846;Sundern;Langscheid;Langscheider Straße;90;;JA;HA betriebsbereit;homesConnected;23.04.2024;24.02.2026;09.03.2026;1;W00ME3NR;ALCLFDF4449A;Albatrosbau;Albatrosbau;862;862;gelb (4);blau;;1;Nokia G-010G-R ONT;14;1x12;196;1;ALCLFDF4449A;W00ME3NR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.02.2026;24.02.2026;23.04.2024;;Betriebsbereit
